$DATE	APC-A	CB Number	DAPI-A	DAY	EXP	EXPERIMENT NAME	FITC-A	FSC-A	FSC-H	FSC-W	ISOTYPE	PARENT FOLDER	PATH	PE-A	PRE-EXPANSION DAY	REPLICATE	SRC	SSC-A	TREATMENT	TUBE NAME	TUBE TYPE
21-Feb-17	357	CB543	325		15	Miller CB Expt 15 E5 Day 0	420	180	0	0	0	Miller CB Expt 15 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 0/61730.fcs	385		1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200		FITC	BEADS
21-Feb-17	357	CB543	325		15	Miller CB Expt 15 E5 Day 0	420	180	0	0	0	Miller CB Expt 15 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_15/Miller CB Expt 15 E5 Day 0/61731.fcs	385		1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200		PE	BEADS
23-Apr-17	357		325		16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/beads_apc.fcs	385		1	beads	200		APC	BEADS
23-Apr-17	357		325		16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/beads_fitc.fcs	385		1	beads	200		FITC	BEADS
23-Apr-17	357		325		16	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	420	180	180	180	0	Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_16/Miller CB Expt 16 E0 Day 11 E5 Day 5 E7 Day 3/beads_pe.fcs	385		1	beads	200		PE	BEADS
20-Nov-15	530	CB486	325	0	1	Mahmud Expt #1_ 11-20-15 Day 9 Surface stain	420	180	0	0	0	Mahmud Expt #1_ 11-20-15 E7 Day 9 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_1/Mahmud Expt #1_ 11-20-15 E7 Day 9 Surface stain/345746.fcs	440	E7	1	Mahmud lab samples	200	TPO + SCF	VPA presort	SURFACE
22-Nov-15	530	CB486	325	3	1	Mahmud Expt #1_ 11-22-15 Day 11 Surface stain	420	180	0	0	0	Mahmud Expt #1_ 11-22-15 E7 Day 11 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_1/Mahmud Expt #1_ 11-22-15 E7 Day 11 Surface stain/346042.fcs	440	E7	1	Mahmud lab samples	200	TPO + SCF	VPA presort	SURFACE
24-Nov-15	530	CB486	325	5	1	Mahmud Expt #1_ 11-24-15 Day 13 Surface stain	420	180	0	0	0	Mahmud Expt #1_ 11-24-15 E7 Day 13 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_1/Mahmud Expt #1_ 11-24-15 E7 Day 13 Surface stain/347610.fcs	440	E7	1	Mahmud lab samples	200	TPO + SCF	VPA presort	SURFACE
28-Nov-15	530	CB486	325	7	1	Mahmud Expt #1_ 11-28-15 Day 17 Surface stain	420	180	0	0	0	Mahmud Expt #1_ 11-28-15 E7 Day 17 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_1/Mahmud Expt #1_ 11-28-15 E7 Day 17 Surface stain/351577.fcs	440	E7	1	Mahmud lab samples	200	TPO + SCF	VPA presort	SURFACE
27-Jan-16	530	CB490	325	0	2	Mahmud Expt #2_ 1-27-16 Day 6 Surface stain	420	180	0	0	0	Mahmud Expt #2_ 1-27-16 E5 Day 6 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_2/Mahmud Expt #2_ 1-27-16 E5 Day 6 Surface stain/372249.fcs	440	E5	1	Expanded cells_VPA	200	Control	sample	SURFACE
31-Jan-16	530	CB490	325	5	2	Mahmud Expt #2_ 1-31-16 Day 10 Surface stain	420	180	0	0	0	Mahmud Expt #2_ 1-31-16 E5 Day 10 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_2/Mahmud Expt #2_ 1-31-16 E5 Day 10 Surface stain/375054.fcs	440	E5	1	Expanded cells_VPA	200	Control	sample	SURFACE
2-Feb-16	530	CB490	325	7	2	Mahmud Expt #2_ 2-2-16 Day 12 Surface stain	420	180	0	0	0	Mahmud Expt #2_ 2-2-16 E5 Day 12 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_2/Mahmud Expt #2_ 2-2-16 E5 Day 12 Surface stain/376759.fcs	440	E5	1	Expanded cells_VPA	200	Control	sample	SURFACE
24-Feb-16	540	CB495	325	0	3	Mahmud Expt #3_VPA expanded D5_ 2-24-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #3_VPA expanded D5_ 2-24-16 E5 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_3/Mahmud Expt #3_VPA expanded D5_ 2-24-16 E5 Day 0 Surface stain/385119.fcs	445	E5	1	Presort	200	Presort Control	sample	SURFACE
27-Feb-16	540	CB495	325	3	3	Mahmud Expt #3_VPA expanded D5_ 2-24-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #3_VPA expanded D5_ 2-27-16 E5 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_3/Mahmud Expt #3_VPA expanded D5_ 2-27-16 E5 Day 3 Surface stain/388002.fcs	445	E5	1	Presort	200	Presort Control	Miller cytokines	SURFACE
29-Feb-16	540	CB495	325	5	3	Mahmud Expt #3_VPA expanded D5_ 2-29-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #3_VPA expanded D5_ 2-29-16 E5 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_3/Mahmud Expt #3_VPA expanded D5_ 2-29-16 E5 Day 5 Surface stain/388255.fcs	445	E5	1	Presort	200	Presort Control	Miller cytokines	SURFACE
2-Mar-16	540	CB495	325	7	3	Mahmud Expt #3_VPA expanded D5_ 3-2-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #3_VPA expanded D5_ 3-2-16 E5 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_3/Mahmud Expt #3_VPA expanded D5_ 3-2-16 E5 Day 7 Surface stain/389325.fcs	445	E5	1	Presort cells	200	Presort Control	Control Cytokines	SURFACE
27-Jul-16	357	CB496	325	0	7	Miller CB Expt	420	180	0	0	0	Miller CB Expt 7 E5 Day 0	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 0/475771.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC	200	Control	sample	SURFACE
30-Jul-16	357	CB496	315	3	7	Miller CB Expt 7 E5 Day 3	420	180	0	0	0	Miller CB Expt 7 E5 Day 3	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 3/476831.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 - Control - Day 3	SURFACE
1-Aug-16	357	CB496	315	5	7	Miller CB Expt 7 E5 Day 5	420	180	0	0	0	Miller CB Expt 7 E5 Day 5 E7 Day 3	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 5 E7 Day 3/478214.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 - Control - Day 5	SURFACE
5-Aug-16	357	CB496	315	7	7	Miller CB Expt 7 E5 Day 8 E7 Day 6	420	180	0	0	0	Miller CB Expt 7 E5 Day 8 E7 Day 6	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E5 Day 8 E7 Day 6/481191.fcs	385	E5	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E5 - Control - Day 5_001	SURFACE
7-Apr-16	540	CB498	325	0	4	Mahmud Expt #4_VPA expanded D5_ 4-7-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-7-16 E5 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-7-16 E5 Day 0 Surface stain/412303.fcs	480	E5	1	Presort	200	#498 Presort	sample_498	SURFACE
10-Apr-16	540	CB498	325	3	4	Mahmud Expt #4_VPA expanded D5_ 4-10-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-10-16 E5 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-10-16 E5 Day 3 Surface stain/413849.fcs	480	E5	1	Miller lab cytokines	200	#498 Presort	A	SURFACE
12-Apr-16	540	CB498	325	5	4	Mahmud Expt #4_VPA expanded D5_ 4-12-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-12-16 E5 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-12-16 E5 Day 5 Surface stain/415085.fcs	480	E5	1	Miller lab cytokines	200	#498 Presort	A	SURFACE
14-Apr-16	540	CB498	325	7	4	Mahmud Expt #4_VPA expanded D5_ 4-14-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-14-16 E5 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-14-16 E5 Day 7 Surface stain/415789.fcs	480	E5	1	Miller lab cytokines	200	#498 Presort	A	SURFACE
7-Apr-16	540	CB499	325	0	4	Mahmud Expt #4_VPA expanded D5_ 4-7-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-7-16 E5 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-7-16 E5 Day 0 Surface stain/412315.fcs	480	E5	1	Presort	200	#499 Presort	sample_499	SURFACE
10-Apr-16	540	CB499	325	3	4	Mahmud Expt #4_VPA expanded D5_ 4-10-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-10-16 E5 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-10-16 E5 Day 3 Surface stain/413851.fcs	480	E5	1	Miller lab cytokines	200	#499 Presort	C	SURFACE
12-Apr-16	540	CB499	325	5	4	Mahmud Expt #4_VPA expanded D5_ 4-12-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-12-16 E5 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-12-16 E5 Day 5 Surface stain/415087.fcs	480	E5	1	Miller lab cytokines	200	#499 Presort	C	SURFACE
14-Apr-16	540	CB499	325	7	4	Mahmud Expt #4_VPA expanded D5_ 4-14-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #4_VPA expanded D5_ 4-14-16 E5 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_4/Mahmud Expt #4_VPA expanded D5_ 4-14-16 E5 Day 7 Surface stain/415791.fcs	480	E5	1	Miller lab cytokines	200	#499 Presort	C	SURFACE
17-May-16	540	CB500	325	0	5	Mahmud Expt #5_VPA exp  D5_5-17-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-17-16 E5 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-17-16 E5 Day 0 Surface stain/430506.fcs	425	E5	1	whole culture	200	#500 Control	CB #500	SURFACE
20-May-16	540	CB500	325	3	5	Mahmud Expt #5_VPA exp  D5_5-20-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-20-16 E5 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-20-16 E5 Day 3 Surface stain/435404.fcs	425	E5	1	whole culture	200	#500 Control	CB #500	SURFACE
22-May-16	540	CB500	325	5	5	Mahmud Expt #5_VPA exp  D5_5-22-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-22-16 E5 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-22-16 E5 Day 5 Surface stain/438850.fcs	425	E5	1	whole culture	200	#500 Control	CB #500	SURFACE
24-May-16	540	CB500	325	7	5	Mahmud Expt #5_VPA exp  D5_5-24-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-24-16 E5 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-24-16 E5 Day 7 Surface stain/440177.fcs	425	E5	1	Miller cytokines	200	#500 Control	CB #500	SURFACE
17-May-16	540	CB501	325	0	5	Mahmud Expt #5_VPA exp  D5_5-17-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-17-16 E5 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-17-16 E5 Day 0 Surface stain/430507.fcs	425	E5	1	whole culture	200	#501 Control	CB #501	SURFACE
20-May-16	540	CB501	325	3	5	Mahmud Expt #5_VPA exp  D5_5-20-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-20-16 E5 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-20-16 E5 Day 3 Surface stain/435405.fcs	425	E5	1	whole culture	200	#501 Control	CB #501	SURFACE
22-May-16	540	CB501	325	5	5	Mahmud Expt #5_VPA exp  D5_5-22-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-22-16 E5 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-22-16 E5 Day 5 Surface stain/438851.fcs	425	E5	1	whole culture	200	#501 Control	CB #501	SURFACE
24-May-16	540	CB501	325	7	5	Mahmud Expt #5_VPA exp  D5_5-24-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #5_VPA exp  D5_5-24-16 E5 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_VPA exp  D5_5-24-16 E5 Day 7 Surface stain/440178.fcs	425	E5	1	Miller cytokines	200	#501 Control	CB #501	SURFACE
19-May-16	540	CB500	325	0	5	Mahmud Expt #5_D7 VPA exp_5-19-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-19-16 E7 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-19-16 E7 Day 0 Surface stain/433473.fcs	425	E7	1	whole culture	200	#500 Control	CB #500	SURFACE
22-May-16	540	CB500	325	3	5	Mahmud Expt #5_D7 VPA exp_5-22-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-22-16 E7 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-22-16 E7 Day 3 Surface stain/438890.fcs	425	E7	1	whole culture	200	#500 Control	CB #500	SURFACE
24-May-16	540	CB500	325	5	5	Mahmud Expt #5_D7 VPA exp_5-24-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-24-16 E7 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-24-16 E7 Day 5 Surface stain/440224.fcs	425	E7	1	whole culture	200	#500 Control	CB #500	SURFACE
26-May-16	540	CB500	325	7	5	Mahmud Expt #5_D7 VPA exp_5-26-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-26-16 E7 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-26-16 E7 Day 7 Surface stain/444085.fcs	425	E7	1	Miller cytokines	200	#500 Control	CB #500	SURFACE
19-May-16	540	CB501	325	0	5	Mahmud Expt #5_D7 VPA exp_5-19-16 Day 0 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-19-16 E7 Day 0 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-19-16 E7 Day 0 Surface stain/433474.fcs	425	E7	1	whole culture	200	#501 Control	CB #501	SURFACE
22-May-16	540	CB501	325	3	5	Mahmud Expt #5_D7 VPA exp_5-22-16 Day 3 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-22-16 E7 Day 3 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-22-16 E7 Day 3 Surface stain/438891.fcs	425	E7	1	whole culture	200	#501 Control	CB #501	SURFACE
24-May-16	540	CB501	325	5	5	Mahmud Expt #5_D7 VPA exp_5-24-16 Day 5 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-24-16 E7 Day 5 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-24-16 E7 Day 5 Surface stain/440225.fcs	425	E7	1	whole culture	200	#501 Control	CB #501	SURFACE
26-May-16	540	CB501	325	7	5	Mahmud Expt #5_D7 VPA exp_5-26-16 Day 7 Surface stain	420	180	0	0	0	Mahmud Expt #5_D7 VPA exp_5-26-16 E7 Day 7 Surface stain	/Users/jia/Dropbox/Miller/cb_exp_5/Mahmud Expt #5_D7 VPA exp_5-26-16 E7 Day 7 Surface stain/444086.fcs	425	E7	1	Miller cytokines	200	#501 Control	CB #501	SURFACE
29-Jul-16	357	CB496	325	0	7	Miller CB Expt 7 E7 Day 0	420	180	0	0	0	Miller CB Expt 7 E7 Day 0	/Users/jia/Dropbox/Miller/cb_exp_7/Miller CB Expt 7 E7 Day 0/476798.fcs	385	E7	1	Primary cells_CD34PE_ CD41 FITC_42APC_001	200	Control	E7 day 0	SURFACE
